city_iata,city_name,country_name
NYT,Nay Pyi Taw,Myanmar
NYU,Bagan/Nyaung-U,Myanmar
NYW,Monywa,Myanmar
NZA,Nzagi,Angola
NZC,Nazca,Peru
NZE,Nzerekore,Guinea
NZH,Manzhouli,China
NZL,Zhalantun,China
NZO,Nzoia,Kenya
NZW,South Weymouth,United States Of America
OAA,Shank Air Base,Afghanistan
OAG,Orange,Australia
OAH,Shindand,Afghanistan
OAI,Bagram,Afghanistan
OAJ,Jacksonville,United States Of America
OAK,Oakland,United States Of America
OAL,Cacoal,Brazil
OAM,Oamaru,New Zealand
OAN,Olanchito,Honduras
OAS,Sharana,Afghanistan
OAX,Oaxaca,Mexico
OAZ,Camp Bastion,Afghanistan
OBA,Oban,Australia
OBC,Obock,Djibouti
OBD,Obano,Indonesia
OBE,Okeechobee,United States Of America
OBF,Oberpfaffenhofen,Germany
OBI,Obidos,Brazil
OBK,Northbrook,United States Of America
OBL,Zoersel,Belgium
OBM,Morobe,Papua New Guinea
OBN,Oban,United Kingdom
OBO,Obihiro,Japan
OBS,Aubenas,France
OBT,Oakland Coliseum Railway Stn,United States Of America
OBU,Kobuk,United States Of America
OBX,Obo,Papua New Guinea
OBY,Ittoqqortoormiit,Greenland
OCA,Key Largo,United States Of America
OCC,Coca,Ecuador
OCD,Duyun,China
OCE,Ocean City,United States Of America
OCF,Ocala,United States Of America
OCH,Nacogdoches,United States Of America
OCI,Oceanic,United States Of America
OCJ,Ocho Rios,Jamaica
OCM,Boolgeeda,Australia
OCN,Oceanside,United States Of America
OCS,Corisco Island,Equatorial Guinea
OCV,Ocana,Colombia
OCW,Washington,United States Of America
ODA,Ouadda,Central African Republic
ODB,Cordoba,Spain
ODC,Oakdale,United States Of America
ODD,Oodnadatta,Australia
ODE,Odense,Denmark
ODH,Odiham,United Kingdom
ODJ,Ouanda Djalle,Central African Republic
ODL,Cordillo Downs,Australia
ODM,Oakland,United States Of America
ODN,Long Seridan,Malaysia
ODO,Bodaybo,Russian Federation
ODR,Ord River,Australia
ODS,Odesa,Ukraine
ODW,Oak Harbor,United States Of America
ODY,Muang Xay,Lao People's Democratic Republic
OEA,Vincennes,United States Of America
OEC,Ocussi,Timor-Leste
OEL,Orel,Russian Federation
OEM,Paloemeu,Suriname
OEO,Osceola,United States Of America
OER,Ornskoldsvik,Sweden
OES,San Antonio Oeste,Argentina
OFI,Ouango-Fitini,Cote D'ivoire
OFJ,Olafsfjordur,Iceland
OFK,Norfolk,United States Of America
OFU,Ofu Island,American Samoa
OGA,Ogallala,United States Of America
OGB,Orangeburg,United States Of America
OGD,Ogden,United States Of America
OGE,Ogeranang,Papua New Guinea
OGG,Kahului,United States Of America
OGL,Georgetown,Guyana
OGM,Ustupo Island,Panama
OGN,Yonaguni,Japan
OGO,Abengourou,Cote D'ivoire
OGR,Bongor,Chad
OGS,Ogdensburg,United States Of America
OGU,Ordu Giresun,Turkey
OGV,Ongava,
OGX,Ouargla,Algeria
OGZ,Vladikavkaz,Russian Federation
OHA,Ohakea,New Zealand
OHB,Moramanga,Madagascar
OHC,North East Cape,United States Of America
OHD,Ohrid,North Macedonia 
OHE,Mohe,China
OHH,Okha,Russian Federation
OHI,Oshakati,
OHO,Okhotsk,Russian Federation
OHR,Wyk Auf Fohr,Germany
OHS,Sohar,Oman
OHT,Kohat,Pakistan
OIA,Ourilandia Do Norte,Brazil
OIC,Norwich,United States Of America
OIL,Den Haag,Netherlands
OIM,Oshima,Japan
OIR,Okushiri,Japan
OIT,Oita,Japan
OJU,Tojo Una Una,Indonesia
OKA,Okinawa,Japan
OKB,Fraser Island,Australia
OKC,Oklahoma City,United States Of America
OKE,Okierabu,Japan
OKF,Okaukuejo,
OKG,Okoyo,Congo
OKH,Oakham,United Kingdom
OKI,Oki,Japan
OKJ,Okayama,Japan
OKK,Kokomo,United States Of America
OKL,Oksibil,Indonesia
OKM,Okmulgee,United States Of America
OKN,Okondja,Gabon
OKP,Oksapmin,Papua New Guinea
OKQ,Okaba,Indonesia
OKR,Yorke Island,Australia
OKS,Oshkosh,United States Of America
OKT,Oktiabrsky,Russian Federation
OKU,Mokuti Lodge,
OKV,Okao,Papua New Guinea
OKY,Oakey,Australia
OLA,Orland,Norway
OLB,Olbia,Italy
OLC,Sao Paula De Olivenca,Brazil
OLD,Old Town,United States Of America
OLE,Olean,United States Of America
OLF,Wolf Point,United States Of America
OLH,Old Harbor,United States Of America
OLI,Olafsvik,Iceland
OLJ,Olpoi,Vanuatu
OLK,Fuerte Olimpo,Paraguay
OLL,Oyo,Congo
OLM,Olympia,United States Of America
OLN,Sarmiento,Argentina
OLO,Olomouc,Czech Republic
OLP,Olympic Dam,Australia
OLQ,Olsobip,Papua New Guinea
OLR,Salerno Air Base,Afghanistan
OLS,Nogales,United States Of America
OLT,Toledo,Spain
OLU,Columbus,United States Of America
OLV,Olive Branch,United States Of America
OLY,Olney/Noble,United States Of America
OLZ,Olekminsk,Russian Federation
OMA,Omaha,United States Of America
OMB,Omboue,Gabon
OMC,Ormoc,Philippines
OMD,Oranjemund,
OME,Nome,United States Of America
OMF,Mafraq,Jordan
OMG,Omega,
OMH,Urumiyeh,Iran Islamic Republic Of
OMI,Omidiyeh,Iran Islamic Republic Of
OMJ,Nagasaki,Japan
OMK,Omak,United States Of America
OML,Omkalai,Papua New Guinea
OMM,Marmul,Oman
OMN,Osmanabad,India
OMO,Mostar,Bosnia And Herzegovina
OMR,Oradea,Romania
OMS,Omsk,Russian Federation
OMY,Thbeng Meanchey,Cambodia
ONA,Winona,United States Of America
ONB,Ononge,Papua New Guinea
OND,Ondangwa,
ONE,Onepusu,Solomon Islands
ONG,Mornington Island,Australia
ONH,Oneonta,United States Of America
ONI,Moanamani,Indonesia
ONJ,Odate/Noshiro,Japan
ONK,Olenek,Russian Federation
ONL,O'neill,United States Of America
ONM,Socorro,United States Of America
ONN,Onion Bay,United States Of America
ONO,Ontario,United States Of America
ONP,Newport,United States Of America
ONQ,Zonguldak,Turkey
ONR,Monkira,Australia
ONS,Onslow,Australia
ONT,Ontario,United States Of America
ONU,Ono-I-Lau,Fiji
ONX,Colon,Panama
ONY,Olney,United States Of America
OOA,Oskaloosa,United States Of America
OOD,Koodaideri Mine,Australia
OOK,Toksook Bay,United States Of America
OOL,Gold Coast,Australia
OOM,Cooma,Australia
OOR,Mooraberree,Australia
OOT,Onotoa,Kiribati
OPA,Kopasker,Iceland
OPB,Open Bay,Papua New Guinea
OPI,Oenpelli,Australia
OPL,Opelousas,United States Of America
OPO,Porto,Portugal
OPP,Salinopolis,Brazil
OPQ,Puning,China
OPS,Sinop,Brazil
OPU,Balimo,Papua New Guinea
OPW,Opuwo,
ORA,Oran,Argentina
ORB,Orebro,Sweden
ORC,Orocue,Colombia
ORE,Orleans,France
ORF,Norfolk,United States Of America
ORH,Worcester,United States Of America
ORI,Port Lions,United States Of America
ORJ,Orinduik,Guyana
ORK,Cork,Ireland Republic Of
ORL,Orlando,United States Of America
ORM,Northampton,United Kingdom
ORN,Oran,Algeria
ORO,Yoro,Honduras
ORP,Orapa,Botswana
ORQ,Norwalk,United States Of America
ORR,Yorketown,Australia
ORS,Orpheus Island,Australia
ORT,Northway,United States Of America
ORU,Oruro,Bolivia
ORV,Noorvik,United States Of America
ORW,Ormara,Pakistan
ORX,Oriximina,Brazil
ORZ,Orange Walk,Belize
OSA,Osaka,Japan
OSB,Osage Beach,United States Of America
OSC,Oscoda,United States Of America
OSD,Are/Ostersund,Sweden
OSE,Omora,Papua New Guinea
OSF,Podolsk,Russian Federation
OSG,Ossima,Papua New Guinea
OSH,Oshkosh,United States Of America
OSI,Osijek,Croatia
OSJ,Maasai Mara,Kenya
OSK,Oskarshamn,Sweden
OSL,Oslo,Norway
OSM,Mosul,Iraq
OSN,Osan,Korea Republic Of
OSO,Osborne Mine,Australia
OSP,Slupsk,Poland
OSQ,Siping,China
OSR,Ostrava,Czech Republic
OSS,Osh,Kyrgyzstan
OST,Oostende/Brugge,Belgium
OSW,Orsk,Russian Federation
OSX,Kosciusko,United States Of America
OSY,Namsos,Norway
OSZ,Koszalin,Poland
OTA,Mota,Ethiopia
OTC,Bol,Chad
OTD,Contadora Island,Panama
OTG,Worthington,United States Of America
OTH,North Bend,United States Of America
OTI,Morotai Island,Indonesia
OTJ,Otjiwarongo,
OTK,Tillamook,United States Of America
OTL,Boutilimit,Mauritania
OTM,Ottumwa,United States Of America
OTN,Oaktown,United States Of America
OTO,Otto,United States Of America
OTQ,Otog Front Banner,China
OTR,Coto 47,Costa Rica
OTS,Anacortes,United States Of America
OTT,Cotriguacu,Brazil
OTU,Remedios,Colombia
OTV,Ontong Java Atoll,Solomon Islands
OTY,Oria,Papua New Guinea
OTZ,Kotzebue,United States Of America
OUA,Ouagadougou,Burkina Faso
OUD,Oujda,Morocco
OUE,Ouesso,Congo
OUG,Ouahigouya,Burkina Faso
OUH,Oudtshoorn,South Africa
OUI,Ban Houei Sai,Lao People's Democratic Republic
OUK,Out Skerries,United Kingdom
OUL,Oulu,Finland
OUM,Oum Hadjer,Chad
OUN,Norman,United States Of America
OUQ,Ourense,Spain
OUR,Batouri,Cameroon
OUS,Ourinhos,Brazil
OUT,Bousso,Chad
OUU,Ouanga,Gabon
OUZ,Zouerate,Mauritania
OVA,Bekily,Madagascar
OVB,Novosibirsk,Russian Federation
OVD,Asturias,Spain
OVE,Oroville,United States Of America
OVG,Overberg,South Africa
OVI,Oviedo,Spain
OVL,Ovalle,Chile
OVO,Oviedo,Spain
OVR,Olavarria,Argentina
OVS,Sovetsky,Russian Federation
OWA,Owatonna,United States Of America
OWB,Owensboro,United States Of America
OWD,Norwood,United States Of America
OWE,Owendo,Gabon
OWK,Norridgewock,United States Of America
OXB,Bissau,Guinea-Bissau
OXC,Oxford,United States Of America
OXD,Oxford,United States Of America
OXF,Oxford,United Kingdom
OXO,Orientos,Australia
OXQ,Oxford,United Kingdom
OXR,Oxnard/Ventura,United States Of America
OXY,Morney,Australia
OYA,Goya,Argentina
OYC,Camopi,French Guiana
OYE,Oyem,Gabon
OYG,Moyo,Uganda
OYK,Oiapoque,Brazil
OYL,Moyale,Kenya
OYN,Ouyen,Australia
OYO,Tres Arroyos,Argentina
OYP,St-Georges (Oyapock),French Guiana
OYS,Yosemite National Park,United States Of America
OZA,Ozona,United States Of America
OZC,Ozamiz,Philippines
OZG,Zagora,Morocco
OZH,Zaporizhia,Ukraine
OZI,Bobadilla,Spain
OZL,Orzola,Spain
OZP,Moron,Spain
OZR,Fort Rucker/Ozark,United States Of America
OZU,Montilla,Spain
OZZ,Ouarzazate,Morocco
PAA,Pa-An,Myanmar
PAB,Bilaspur,India
PAD,Paderborn/Lippstadt,Germany
PAE,Everett,United States Of America
PAF,Pakuba,Uganda
PAG,Pagadian,Philippines
PAH,Paducah,United States Of America
PAI,Pailin,Cambodia
PAJ,Para Chinar,Pakistan
PAK,Hanapepe,United States Of America
PAL,Palanquero,Colombia
PAN,Pattani,Thailand
PAO,Palo Alto,United States Of America
PAP,Port Au Prince,Haiti
PAQ,Palmer,United States Of America
PAR,Paris,France
PAS,Paros,Greece
PAT,Patna,India
PAU,Pauk,Myanmar
PAV,Paulo Afonso,Brazil
PAW,Pambwa,Papua New Guinea
PAX,Port-De-Paix,Haiti
PAY,Pamol,Malaysia
PAZ,Poza Rica,Mexico
PBB,Paranaiba,Brazil
PBC,Puebla,Mexico
PBD,Porbandar,India
PBE,Puerto Berrio,Colombia
PBF,Pine Bluff,United States Of America
PBG,Plattsburgh,United States Of America
PBH,Paro,Bhutan
PBI,West Palm Beach,United States Of America
PBJ,Paama,Vanuatu
PBK,Pack Creek,United States Of America
PBL,Puerto Cabello,Venezuela
PBM,Paramaribo,Suriname
PBN,Porto Amboim,Angola
PBO,Paraburdoo,Australia
PBP,Islita,Costa Rica
PBQ,Pimenta Bueno,Brazil
PBR,Puerto Barrios,Guatemala
PBS,Patong Beach,Thailand
PBT,Puerto Leda,Paraguay
PBU,Putao,Myanmar
PBV,Portos Dos Gauchos,Brazil
PBW,Palibelo,Indonesia
PBX,Porto Alegre Do Norte,Brazil
PBY,Long Island/Palm Bay,Australia
PBZ,Plettenberg Bay,South Africa
PCA,Portage Creek,United States Of America
PCB,Pondok Cabe,Indonesia
PCC,Puerto Rico,Colombia
PCD,Prairie Du Chien,United States Of America
PCE,Painter Creek,United States Of America
PCF,Potchefstroom,South Africa
PCG,Paso Caballos,Guatemala
PCH,Palacios,Honduras
PCI,Palencia,Spain
PCJ,Puerto La Victoria,Paraguay
PCK,Porcupine Creek,United States Of America
PCL,Pucallpa,Peru
PCM,Playa Del Carmen,Mexico
PCN,Picton,New Zealand
PCO,La Ribera,Mexico
PCP,Principe Island,Sao Tome And Principe
PCQ,Phongsaly,Lao People's Democratic Republic
PCR,Puerto Carreno,Colombia
PCS,Picos,Brazil
PCT,Princeton/Rocky Hill,United States Of America
PCU,Poplarville,United States Of America
PCV,Punta Chivato,Mexico
PCW,Par,United Kingdom
PDA,Puerto Inirida,Colombia
PDB,Pedro Bay,United States Of America
PDC,Mueo,New Caledonia
PDD,Ponta Do Ouro,Mozambique
PDE,Pandie Pandie,Australia
PDF,Prado,Brazil
PDG,Padang,Indonesia
PDI,Pindiu,Papua New Guinea
PDL,Ponta Delgada,Portugal
PDM,Pedasi,Panama
PDN,Parndana,Australia
PDO,Pendopo,Indonesia
PDP,Punta Del Este,Uruguay
PDR,Presidente Dutra,Brazil
PDS,Piedras Negras,Mexico
PDT,Pendleton,United States Of America
PDU,Paysandu,Uruguay
PDV,Plovdiv,Bulgaria
PDX,Portland,United States Of America
PDZ,Pedernales,Venezuela
PEA,Penneshaw,Australia
PEB,Pebane,Mozambique
PEC,Pelican,United States Of America
PED,Pardubice,Czech Republic
PEE,Perm,Russian Federation
PEF,Peenemuende,Germany
PEG,Perugia,Italy
PEH,Pehuajo,Argentina
PEI,Pereira,Colombia
PEJ,Peschiei,Italy
PEL,Pelaneng,Lesotho
PEM,Puerto Maldonado,Peru
PEN,Penang,Malaysia
PEP,Peppimenarti,Australia
PEQ,Pecos,United States Of America
PER,Perth,Australia
PES,Petrozavodsk,Russian Federation
PET,Pelotas,Brazil
PEU,Puerto Lempira,Honduras
PEV,Pecs,Hungary
PEW,Peshawar,Pakistan
PEX,Pechora,Russian Federation
PEY,Penong,Australia
PEZ,Penza,Russian Federation
PFA,Paf Warren,United States Of America
PFB,Passo Fundo,Brazil
PFC,Pacific City,United States Of America
PFD,Port Frederick,United States Of America
PFE,Ponferrada,Spain
PFJ,Patreksfjordur,Iceland
PFM,Primrose,Canada
PFN,Panama City,United States Of America
PFO,Paphos,Cyprus
PFQ,Parsabad,Iran Islamic Republic Of
PFR,Ilebo,Congo Democratic Republic Of
PGA,Page,United States Of America
PGB,Pangoa,Papua New Guinea
PGC,Petersburg,United States Of America
PGD,Punta Gorda,United States Of America
PGE,Yegepa,Papua New Guinea
PGF,Perpignan,France
PGG,Progresso,Brazil
PGH,Pantnagar,India
PGI,Chitato,Angola
PGK,Pangkalpinang,Indonesia
PGL,Pascagoula,United States Of America
PGM,Port Graham,United States Of America
PGN,Pangia,Papua New Guinea
PGO,Pagosa Springs,United States Of America
PGP,Porto Alegre,Sao Tome And Principe
PGQ,Pekaulang,Indonesia
PGR,Paragould,United States Of America
PGS,Peach Springs,United States Of America
PGU,Asaloyeh,Iran Islamic Republic Of
PGV,Greenville,United States Of America
PGX,Perigueux,France
PGZ,Ponta Grossa,Brazil
PHA,Phanrang,Viet Nam
PHB,Parnaiba,Brazil
PHC,Port Harcourt,Nigeria
PHD,New Philadelphia,United States Of America
PHE,Port Hedland,Australia
PHF,Newport News/Williamsburg,United States Of America
PHH,Phanthiet,Viet Nam
PHI,Pinheiro,Brazil
PHK,Pahokee,United States Of America
PHL,Philadelphia,United States Of America
PHM,Boeblingen,Germany
PHN,Port Huron,United States Of America
PHO,Point Hope,United States Of America
PHP,Philip,United States Of America
PHQ,Phosphate Hill,Australia
PHR,Pacific Harbour,Fiji
PHS,Phitsanulok,Thailand
PHT,Paris,United States Of America
PHU,Phuvinh,Viet Nam
PHW,Phalaborwa,South Africa
PHX,Phoenix,United States Of America
PHY,Phetchabun,Thailand
PHZ,Kho Phi Phi,Thailand
PIA,Peoria,United States Of America
PIC,Pine Cay,Turks And Caicos Islands
PIF,Pingtung,Chinese Taipei
PIG,Pitinga,Brazil
PIH,Pocatello,United States Of America
PIL,Pilar,Paraguay
PIM,Pine Mountain,United States Of America
PIN,Parintins,Brazil
PIO,Pisco,Peru
PIP,Pilot Point,United States Of America
PIQ,Pipillipai,Guyana
PIR,Pierre,United States Of America
PIS,Poitiers,France
PIT,Pittsburgh,United States Of America
PIU,Piura,Peru
PIV,Pirapora,Brazil
PIW,Pikwitonei,Canada
PIX,Pico Island,Portugal
PIZ,Point Lay,United States Of America
PJA,Pajala,Sweden
PJB,Payson,United States Of America
PJC,Pedro Juan Caballero,Paraguay
PJG,Panjgur,Pakistan
PJI,Baoji,China
PJM,Puerto Jimenez,Costa Rica
PJS,Port San Juan,United States Of America
PJZ,Puerto Juarez,Mexico
PKA,Napaskiak,United States Of America
PKB,Parkersburg,United States Of America
PKC,Petropavlovsk,Russian Federation
PKD,Park Rapids,United States Of America
PKE,Parkes,Australia
PKF,Park Falls,United States Of America
PKG,Pangkor,Malaysia
PKH,Portochelion,Greece
PKJ,Playa Grande,Guatemala
PKK,Pakokku,Myanmar
PKL,Pakatoa Island,New Zealand
PKM,Port Kaituma,Guyana
PKN,Pangkalanbun,Indonesia
PKO,Parakou,Benin
PKP,Puka Puka,French Polynesia
PKR,Pokhara,Nepal
PKS,Paksane,Lao People's Democratic Republic
PKT,Port Keats,Australia
PKU,Pekanbaru,Indonesia
PKV,Pskov,Russian Federation
PKW,Selebi-Phikwe,Botswana
PKY,Palangkaraya,Indonesia
PKZ,Pakse,Lao People's Democratic Republic
PLA,Planadas,Colombia
PLB,Plattsburgh,United States Of America
PLC,Planeta Rica,Colombia
PLD,Playa Samara/Carrillo,Costa Rica
PLE,Paiela,Papua New Guinea
PLF,Pala,Chad
PLG,La Plagne,France
PLH,Plymouth,United Kingdom
PLI,Palm Island,St Vincent And The Grenadines
PLJ,Placencia,Belize
PLK,Branson,United States Of America
PLM,Palembang,Indonesia
PLN,Pellston,United States Of America
PLO,Port Lincoln,Australia
PLP,La Palma,Panama
PLQ,Klaipeda/Palanga,Lithuania
PLR,Pell City,United States Of America
PLS,Providenciales,Turks And Caicos Islands
PLT,Plato,Colombia
PLV,Poltava,Ukraine
PLW,Palu,Indonesia
PLX,Semey,Kazakhstan
PLY,Plymouth,United States Of America
PLZ,Port Elizabeth,South Africa
PMA,Pemba,Tanzania United Republic Of
PMB,Pembina,United States Of America
PMC,Puerto Montt,Chile
PMD,Palmdale,United States Of America
PME,Portsmouth,United Kingdom
PMG,Ponta Pora,Brazil
PMH,Portsmouth,United States Of America
PMI,Palma De Mallorca,Spain
PMK,Palm Island,Australia
PML,Port Moller,United States Of America
PMM,Phanom Sarakham,Thailand
PMN,Pumani,Papua New Guinea
PMO,Palermo,Italy
PMP,Pimaga,Papua New Guinea
PMQ,Perito Moreno,Argentina
PMR,Palmerston North,New Zealand
PMS,Palmyra,Syrian Arab Republic
PMT,Paramakatoi,Guyana
PMU,Paimiut,United States Of America
PMV,Porlamar,Venezuela
PMW,Palmas,Brazil
PMX,Palmer,United States Of America
PMY,Puerto Madryn,Argentina
PMZ,Palmar,Costa Rica
PNA,Pamplona,Spain
PNB,Porto Nacional,Brazil
PNC,Ponca City,United States Of America
PND,Punta Gorda,Belize
PNF,Petersons Point,United States Of America
PNG,Paranagua,Brazil
PNH,Phnom Penh,Cambodia
PNI,Pohnpei,Micronesia Federated States Of
PNJ,Penglai,China
PNK,Pontianak,Indonesia
PNL,Pantelleria,Italy
PNN,Princeton,United States Of America
PNO,Pinotepa Nacional,Mexico
PNP,Popondetta,Papua New Guinea
PNQ,Pune,India
PNR,Pointe-Noire,Congo
PNS,Pensacola,United States Of America
PNT,Puerto Natales,Chile
PNU,Panguitch,United States Of America
PNV,Panevezys,Lithuania
PNX,Sherman/Denison,United States Of America
PNY,Pondicherry,India
PNZ,Petrolina,Brazil
POA,Porto Alegre,Brazil
POC,La Verne,United States Of America
POD,Podor,Senegal
POE,Fort Polk,United States Of America
POF,Poplar Bluff,United States Of America
POG,Port Gentil,Gabon
POH,Pocahontas,United States Of America
POI,Potosi,Bolivia
POJ,Patos De Minas,Brazil
POK,St Polton,Austria
POL,Pemba,Mozambique
POM,Port Moresby,Papua New Guinea
PON,Poptun,Guatemala
POO,Pocos De Caldas,Brazil
POP,Puerto Plata,Dominican Republic
POQ,Poole,United Kingdom
POR,Pori,Finland
POS,Port Of Spain,Trinidad And Tobago
POT,Port Antonio,Jamaica
POU,Poughkeepsie,United States Of America
POV,Presov,Slovakia
POW,Portoroz,Slovenia
POY,Powell/Lovell,United States Of America
POZ,Poznan,Poland
PPA,Pampa,United States Of America
PPB,President Prudente,Brazil
PPC,Prospect Creek,United States Of America
PPE,Puerto Penasco,Mexico
PPF,Parsons,United States Of America
PPG,Pago Pago,American Samoa
PPH,Peraitepuy,Venezuela
PPI,Port Pirie,Australia
PPJ,Panjang Island,Indonesia
PPK,Petropavlovsk,Kazakhstan
PPL,Phaplu,Nepal
PPM,Pompano Beach,United States Of America
PPN,Popayan,Colombia
PPO,Powell Point,Bahamas
PPP,Proserpine,Australia
PPQ,Paraparaumu,New Zealand
PPR,Pasir Pangarayan,Indonesia
PPS,Puerto Princesa,Philippines
PPT,Tahiti,French Polynesia
PPU,Papun,Myanmar
PPV,Port Protection,United States Of America
PPW,Papa Westray,United Kingdom
PPX,Param,Papua New Guinea
PPY,Pouso Alegre,Brazil
PPZ,Puerto Paez,Venezuela
PQC,Phuquoc,Viet Nam
PQD,Batticaloa,Sri Lanka
PQI,Presque Isle,United States Of America
PQM,Palenque,Mexico
PQQ,Port Macquarie,Australia
PQS,Pilot Station,United States Of America
PQT,Qeqertaq,Greenland
PRA,Parana,Argentina
PRB,Paso Robles,United States Of America
PRC,Prescott,United States Of America
PRD,Pardoo Station,Australia
PRE,Pore,Colombia
PRF,Port Johnson,United States Of America
PRG,Prague,Czech Republic
PRH,Phrae,Thailand
PRI,Praslin Island,Seychelles
PRJ,Capri,Italy
PRK,Prieska,South Africa
PRL,Port Oceanic,United States Of America
PRM,Portimao,Portugal
PRO,Perry,United States Of America
PRP,Propriano,France
PRQ,President Roque Saenz Pena,Argentina
PRR,Paruima,Guyana
PRS,Parasi,Solomon Islands
PRT,Pristina,Serbia
PRU,Pyay,Myanmar
PRV,Prerov,Czech Republic
PRW,Prentice,United States Of America
PRX,Paris,United States Of America
PRY,Pretoria,South Africa
PRZ,Prineville,United States Of America
PSA,Pisa,Italy
PSB,Philipsburg,United States Of America
PSC,Pasco,United States Of America
PSD,Port Said,Egypt
PSE,Ponce,Puerto Rico
PSF,Pittsfield,United States Of America
PSG,Petersburg,United States Of America
PSH,St Peter-Ording,Germany
PSI,Pasni,Pakistan
PSJ,Poso,Indonesia
PSK,Pulaski,United States Of America
PSL,Perth,United Kingdom
PSN,Palestine,United States Of America
PSO,Pasto,Colombia
PSP,Palm Springs,United States Of America
PSR,Pescara,Italy
PSS,Posadas,Argentina
PST,Preston,Cuba
PSU,Putussibau,Indonesia
PSV,Papa Stour,United Kingdom
PSW,Passos,Brazil
PSX,Palacios,United States Of America
PSY,Stanley,Falkland Islands
PSZ,Puerto Suarez,Bolivia
PTA,Port Alsworth,United States Of America
PTB,Petersburg,United States Of America
PTC,Port Alice,United States Of America
PTD,Port Alexander,United States Of America
PTE,Pontevedra,Spain
PTF,Malolo Lailai Island,Fiji
PTG,Polokwane,South Africa
PTH,Port Heiden,United States Of America
PTI,Port Douglas,Australia
PTJ,Portland,Australia
PTK,Pontiac,United States Of America
PTL,Port Armstrong,United States Of America
PTM,Palmarito,Venezuela
PTN,Patterson,United States Of America
PTO,Pato Branco,Brazil
PTP,Pointe-A-Pitre,Guadeloupe
PTQ,Porto De Moz,Brazil
PTR,Pleasant Harbour,United States Of America
PTS,Pittsburg,United States Of America
PTT,Pratt,United States Of America
PTU,Platinum,United States Of America
PTV,Porterville,United States Of America
PTW,Pottstown,United States Of America
PTX,Pitalito,Colombia
PTY,Panama City,Panama
PTZ,Shell Mera,Ecuador
PUA,Puas,Papua New Guinea
PUB,Pueblo,United States Of America
PUC,Price,United States Of America
PUD,Puerto Deseado,Argentina
PUE,Puerto Obaldia,Panama
PUF,Pau,France
PUG,Port Augusta,Australia
PUH,Pochutla,Mexico
PUI,Pureni,Papua New Guinea
PUJ,Punta Cana,Dominican Republic
PUK,Pukarua,French Polynesia
PUL,Poulsbo,United States Of America
PUM,Kolaka,Indonesia
PUN,Punia,Congo Democratic Republic Of
PUO,Prudhoe Bay,United States Of America
PUP,Po,Burkina Faso
PUQ,Punta Arenas,Chile
PUR,Puerto Rico,Bolivia
PUS,Busan,Korea Republic Of
PUT,Puttaparthi,India
PUU,Puerto Asis,Colombia
PUV,Poum,New Caledonia
PUW,Pullman/Moscow,United States Of America
PUX,Puerto Varas,Chile
PUY,Pula,Croatia
PUZ,Puerto Cabezas,Nicaragua
PVA,Providencia Island,Colombia
PVC,Provincetown,United States Of America
PVD,Providence,United States Of America
PVE,El Porvenir,Panama
PVF,Placerville,United States Of America
PVH,Porto Velho,Brazil
PVI,Paranavai,Brazil
PVK,Preveza/Lefkada,Greece
PVL,Pikeville,United States Of America
PVN,Pleven,Bulgaria
PVO,Portoviejo,Ecuador
PVR,Puerto Vallarta,Mexico
PVS,Provideniya,Russian Federation
PVU,Provo,United States Of America
PVW,Plainview,United States Of America
PVX,Provedenia,Russian Federation
PVY,Pope Vanoy,United States Of America
PVZ,Painesville,United States Of America
PWD,Plentywood,United States Of America
PWE,Pevek,Russian Federation
PWI,Pawe,Ethiopia
PWL,Purwokerto,Indonesia
PWM,Portland,United States Of America
PWN,Pitts Town,Bahamas
PWO,Pweto,Congo Democratic Republic Of
PWQ,Pavlodar,Kazakhstan
PWR,Port Walter,United States Of America
PWT,Bremerton,United States Of America
PWY,Pinedale,United States Of America
PXA,Lahat,Indonesia
PXG,Pingxiang,China
PXH,Prominent Hill,Australia
PXL,Polacca,United States Of America
PXM,Puerto Escondido,Mexico
PXO,Porto Santo,Portugal
PXR,Surin,Thailand
PXS,Puerto De Santa Maria,Spain
PXU,Pleiku,Viet Nam
PYA,Puerto Boyaca,Colombia
PYB,Jeypore,India
PYC,Playon Chico,Panama
PYE,Penrhyn Atoll,Cook Islands
PYG,Gangtok,India
PYH,Puerto Ayacucho,Venezuela
PYJ,Polyarny,Russian Federation
PYK,Karaj,Iran Islamic Republic Of
PYL,Perry Island,United States Of America
PYM,Plymouth,United States Of America
PYN,Payan,Colombia
PYO,Putumayo,Ecuador
PYR,Pyrgos,Greece
PYS,Paradise,United States Of America
PYV,Yaviza,Panama
PYX,Pattaya,Thailand
PYY,Pai,Thailand
PZA,Paz De Ariporo,Colombia
PZB,Pietermaritzburg,South Africa
PZC,Penzance,United Kingdom
PZE,Penzance,United Kingdom
PZH,Zhob,Pakistan
PZI,Panzhihua,China
PZK,Pukapuka Island,Cook Islands
PZL,Phinda Game Reserve,South Africa
PZO,Puerto Ordaz,Venezuela
PZU,Port Sudan,Sudan
PZY,Piestany,Slovakia
QAC,Castro,Brazil
QAD,Pordenone,Italy
QAE,Arzew,Algeria
QAG,Ghazaouet,Algeria
QAH,Alcantara,Brazil
QAI,Aime,France
QAJ,Ajman City,United Arab Emirates
QAK,Barbacena,Brazil
QAL,Alessandria,Italy
QAM,Amiens,France
QAN,Nedroma,Algeria
